2020-03-18 03:11:34,841 [INFO   ] [APP] teamj started with arguments={run.py}
2020-03-18 03:11:34,842 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"TeamJ","Secret":"12345"}
2020-03-18 03:11:39,366 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 0)
2020-03-18 03:11:39,366 [INFO   ] [TRADER] Bid crosses ask
2020-03-18 03:11:39,366 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:39,366 [INFO   ] [TRADER] (id: 1) Placing  bid 30 lots for $3577
2020-03-18 03:11:39,366 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 0)
2020-03-18 03:11:39,366 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:39,366 [INFO   ] [TRADER] (id: 2) Placing  ask 30 lots for $3579
2020-03-18 03:11:39,366 [INFO   ] [TRADER] Order 1 placed
2020-03-18 03:11:39,367 [INFO   ] [TRADER] Order 2 placed
2020-03-18 03:11:39,662 [INFO   ] [TRADER] Order 2 filled (6 / 30)
2020-03-18 03:11:39,662 [INFO   ] [TRADER] Position changed to ETF: -6, FUTURE: 6
2020-03-18 03:11:39,662 [INFO   ] [TRADER] Order 2 filled (7 / 30)
2020-03-18 03:11:39,662 [INFO   ] [TRADER] Position changed to ETF: -7, FUTURE: 7
2020-03-18 03:11:39,663 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:39,664 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,664 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,664 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,674 [INFO   ] [TRADER] Order 2 filled (11 / 30)
2020-03-18 03:11:39,674 [INFO   ] [TRADER] Position changed to ETF: -11, FUTURE: 11
2020-03-18 03:11:39,675 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:39,675 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,675 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,675 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,723 [INFO   ] [TRADER] Order 2 filled (14 / 30)
2020-03-18 03:11:39,723 [INFO   ] [TRADER] Position changed to ETF: -14, FUTURE: 14
2020-03-18 03:11:39,725 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3577)
2020-03-18 03:11:39,725 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:39,725 [INFO   ] [TRADER] Cancelling 1
2020-03-18 03:11:39,725 [INFO   ] [TRADER] (id: 3) Placing  bid 30 lots for $3578
2020-03-18 03:11:39,725 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,725 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,725 [INFO   ] [TRADER] Order 1 cancelled
2020-03-18 03:11:39,726 [INFO   ] [TRADER] Order 3 placed
2020-03-18 03:11:39,773 [INFO   ] [TRADER] Order 2 filled (23 / 30)
2020-03-18 03:11:39,773 [INFO   ] [TRADER] Position changed to ETF: -23, FUTURE: 23
2020-03-18 03:11:39,773 [INFO   ] [TRADER] Order 2 filled (30 / 30)
2020-03-18 03:11:39,773 [INFO   ] [TRADER] Position changed to ETF: -30, FUTURE: 30
2020-03-18 03:11:39,776 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3578)
2020-03-18 03:11:39,776 [INFO   ] [TRADER] Bid crosses ask
2020-03-18 03:11:39,776 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,776 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 0)
2020-03-18 03:11:39,776 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:39,777 [INFO   ] [TRADER] (id: 4) Placing  ask 30 lots for $3579
2020-03-18 03:11:39,778 [INFO   ] [TRADER] Order 4 placed
2020-03-18 03:11:39,811 [INFO   ] [TRADER] Order 3 filled (9 / 30)
2020-03-18 03:11:39,811 [INFO   ] [TRADER] Position changed to ETF: -21, FUTURE: 21
2020-03-18 03:11:39,813 [INFO   ] [TRADER] Order 3 filled (13 / 30)
2020-03-18 03:11:39,813 [INFO   ] [TRADER] Position changed to ETF: -17, FUTURE: 17
2020-03-18 03:11:39,813 [INFO   ] [TRADER] Order 3 filled (27 / 30)
2020-03-18 03:11:39,813 [INFO   ] [TRADER] Position changed to ETF: -3, FUTURE: 3
2020-03-18 03:11:39,816 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3578)
2020-03-18 03:11:39,816 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:39,817 [INFO   ] [TRADER] Cancelling 3
2020-03-18 03:11:39,817 [INFO   ] [TRADER] (id: 5) Placing  bid 30 lots for $3577
2020-03-18 03:11:39,817 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,818 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,819 [INFO   ] [TRADER] Order 3 filled (30 / 30)
2020-03-18 03:11:39,819 [INFO   ] [TRADER] Position changed to ETF: 0, FUTURE: 0
2020-03-18 03:11:39,821 [INFO   ] [TRADER] Order 5 placed
2020-03-18 03:11:39,837 [INFO   ] [TRADER] Order 4 filled (8 / 30)
2020-03-18 03:11:39,837 [INFO   ] [TRADER] Position changed to ETF: -8, FUTURE: 8
2020-03-18 03:11:39,839 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:39,839 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,840 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,840 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,873 [INFO   ] [TRADER] Order 4 filled (18 / 30)
2020-03-18 03:11:39,873 [INFO   ] [TRADER] Position changed to ETF: -18, FUTURE: 18
2020-03-18 03:11:39,873 [INFO   ] [TRADER] Order 4 filled (20 / 30)
2020-03-18 03:11:39,873 [INFO   ] [TRADER] Position changed to ETF: -20, FUTURE: 20
2020-03-18 03:11:39,874 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:39,874 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,874 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,874 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,911 [INFO   ] [TRADER] Order 4 filled (21 / 30)
2020-03-18 03:11:39,911 [INFO   ] [TRADER] Position changed to ETF: -21, FUTURE: 21
2020-03-18 03:11:39,912 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:39,912 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,912 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,912 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,923 [INFO   ] [TRADER] Order 4 filled (23 / 30)
2020-03-18 03:11:39,923 [INFO   ] [TRADER] Position changed to ETF: -23, FUTURE: 23
2020-03-18 03:11:39,924 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3577)
2020-03-18 03:11:39,924 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:39,924 [INFO   ] [TRADER] Cancelling 5
2020-03-18 03:11:39,924 [INFO   ] [TRADER] (id: 6) Placing  bid 30 lots for $3578
2020-03-18 03:11:39,924 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,924 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,925 [INFO   ] [TRADER] Order 5 cancelled
2020-03-18 03:11:39,925 [INFO   ] [TRADER] Order 6 placed
2020-03-18 03:11:39,948 [INFO   ] [TRADER] Order 6 filled (5 / 30)
2020-03-18 03:11:39,948 [INFO   ] [TRADER] Position changed to ETF: -18, FUTURE: 18
2020-03-18 03:11:39,948 [INFO   ] [TRADER] Order 4 filled (25 / 30)
2020-03-18 03:11:39,949 [INFO   ] [TRADER] Position changed to ETF: -20, FUTURE: 20
2020-03-18 03:11:39,951 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3578)
2020-03-18 03:11:39,951 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,952 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,952 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,961 [INFO   ] [TRADER] Order 6 filled (8 / 30)
2020-03-18 03:11:39,962 [INFO   ] [TRADER] Position changed to ETF: -17, FUTURE: 17
2020-03-18 03:11:39,964 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3578)
2020-03-18 03:11:39,964 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,964 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,964 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,974 [INFO   ] [TRADER] Order 4 filled (26 / 30)
2020-03-18 03:11:39,975 [INFO   ] [TRADER] Position changed to ETF: -18, FUTURE: 18
2020-03-18 03:11:39,978 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3578)
2020-03-18 03:11:39,978 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,978 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 3579)
2020-03-18 03:11:39,978 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:39,986 [INFO   ] [TRADER] Order 6 filled (14 / 30)
2020-03-18 03:11:39,986 [INFO   ] [TRADER] Position changed to ETF: -12, FUTURE: 12
2020-03-18 03:11:39,986 [INFO   ] [TRADER] Order 4 filled (30 / 30)
2020-03-18 03:11:39,987 [INFO   ] [TRADER] Position changed to ETF: -16, FUTURE: 16
2020-03-18 03:11:39,989 [INFO   ] [TRADER] Quoting bid price 3578 (Existing 3578)
2020-03-18 03:11:39,989 [INFO   ] [TRADER] Bid crosses ask
2020-03-18 03:11:39,989 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:39,989 [INFO   ] [TRADER] Quoting ask price 3579 (Existing 0)
2020-03-18 03:11:39,989 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:39,989 [INFO   ] [TRADER] (id: 7) Placing  ask 30 lots for $3579
2020-03-18 03:11:39,990 [INFO   ] [TRADER] Order 7 placed
2020-03-18 03:11:40,011 [INFO   ] [TRADER] Order 6 filled (30 / 30)
2020-03-18 03:11:40,011 [INFO   ] [TRADER] Position changed to ETF: 0, FUTURE: 0
2020-03-18 03:11:40,012 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 0)
2020-03-18 03:11:40,012 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:40,012 [INFO   ] [TRADER] (id: 8) Placing  bid 30 lots for $3577
2020-03-18 03:11:40,012 [INFO   ] [TRADER] Order 8 placed
2020-03-18 03:11:40,348 [INFO   ] [TRADER] Order 8 filled (2 / 30)
2020-03-18 03:11:40,349 [INFO   ] [TRADER] Position changed to ETF: 2, FUTURE: -2
2020-03-18 03:11:40,350 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,350 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,350 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3579)
2020-03-18 03:11:40,350 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:40,350 [INFO   ] [TRADER] Cancelling 7
2020-03-18 03:11:40,350 [INFO   ] [TRADER] (id: 9) Placing  ask 30 lots for $3578
2020-03-18 03:11:40,350 [INFO   ] [TRADER] Order 7 cancelled
2020-03-18 03:11:40,351 [INFO   ] [TRADER] Order 9 placed
2020-03-18 03:11:40,361 [INFO   ] [TRADER] Order 8 filled (10 / 30)
2020-03-18 03:11:40,361 [INFO   ] [TRADER] Position changed to ETF: 10, FUTURE: -10
2020-03-18 03:11:40,362 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,362 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,362 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,362 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,386 [INFO   ] [TRADER] Order 9 filled (1 / 30)
2020-03-18 03:11:40,386 [INFO   ] [TRADER] Position changed to ETF: 9, FUTURE: -9
2020-03-18 03:11:40,387 [INFO   ] [TRADER] Order 8 filled (21 / 30)
2020-03-18 03:11:40,387 [INFO   ] [TRADER] Position changed to ETF: 20, FUTURE: -20
2020-03-18 03:11:40,388 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3577)
2020-03-18 03:11:40,388 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:40,388 [INFO   ] [TRADER] Cancelling 8
2020-03-18 03:11:40,389 [INFO   ] [TRADER] (id: 10) Placing  bid 30 lots for $3576
2020-03-18 03:11:40,389 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,389 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,390 [INFO   ] [TRADER] Order 8 filled (21 / 21)
2020-03-18 03:11:40,390 [INFO   ] [TRADER] Order 10 placed
2020-03-18 03:11:40,398 [INFO   ] [TRADER] Order 9 filled (2 / 30)
2020-03-18 03:11:40,398 [INFO   ] [TRADER] Position changed to ETF: 19, FUTURE: -19
2020-03-18 03:11:40,399 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:40,399 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,399 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,399 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,424 [INFO   ] [TRADER] Order 9 filled (6 / 30)
2020-03-18 03:11:40,424 [INFO   ] [TRADER] Position changed to ETF: 15, FUTURE: -15
2020-03-18 03:11:40,426 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:40,426 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,426 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,427 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,536 [INFO   ] [TRADER] Order 9 filled (7 / 30)
2020-03-18 03:11:40,536 [INFO   ] [TRADER] Position changed to ETF: 14, FUTURE: -14
2020-03-18 03:11:40,538 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:40,538 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,538 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,538 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,573 [INFO   ] [TRADER] Order 9 filled (11 / 30)
2020-03-18 03:11:40,573 [INFO   ] [TRADER] Position changed to ETF: 10, FUTURE: -10
2020-03-18 03:11:40,574 [INFO   ] [TRADER] Order 9 filled (15 / 30)
2020-03-18 03:11:40,574 [INFO   ] [TRADER] Position changed to ETF: 6, FUTURE: -6
2020-03-18 03:11:40,576 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3576)
2020-03-18 03:11:40,576 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:40,576 [INFO   ] [TRADER] Cancelling 10
2020-03-18 03:11:40,576 [INFO   ] [TRADER] (id: 11) Placing  bid 30 lots for $3577
2020-03-18 03:11:40,577 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,577 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,578 [INFO   ] [TRADER] Order 10 cancelled
2020-03-18 03:11:40,578 [INFO   ] [TRADER] Order 11 placed
2020-03-18 03:11:40,598 [INFO   ] [TRADER] Order 9 filled (19 / 30)
2020-03-18 03:11:40,599 [INFO   ] [TRADER] Position changed to ETF: 2, FUTURE: -2
2020-03-18 03:11:40,600 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,601 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,601 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,601 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,648 [INFO   ] [TRADER] Order 9 filled (25 / 30)
2020-03-18 03:11:40,649 [INFO   ] [TRADER] Position changed to ETF: -4, FUTURE: 4
2020-03-18 03:11:40,651 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,652 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,652 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,652 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,685 [INFO   ] [TRADER] Order 9 filled (30 / 30)
2020-03-18 03:11:40,686 [INFO   ] [TRADER] Position changed to ETF: -9, FUTURE: 9
2020-03-18 03:11:40,687 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 0)
2020-03-18 03:11:40,687 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:40,688 [INFO   ] [TRADER] (id: 12) Placing  ask 30 lots for $3578
2020-03-18 03:11:40,688 [INFO   ] [TRADER] Order 12 placed
2020-03-18 03:11:40,786 [INFO   ] [TRADER] Order 11 filled (3 / 30)
2020-03-18 03:11:40,787 [INFO   ] [TRADER] Position changed to ETF: -6, FUTURE: 6
2020-03-18 03:11:40,788 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,788 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,788 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,789 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,824 [INFO   ] [TRADER] Order 11 filled (12 / 30)
2020-03-18 03:11:40,824 [INFO   ] [TRADER] Position changed to ETF: 3, FUTURE: -3
2020-03-18 03:11:40,826 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,826 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,827 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,827 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,886 [INFO   ] [TRADER] Order 11 filled (16 / 30)
2020-03-18 03:11:40,886 [INFO   ] [TRADER] Position changed to ETF: 7, FUTURE: -7
2020-03-18 03:11:40,888 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:40,888 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:40,888 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
