2020-03-17 19:59:39,122 [INFO   ] [APP] susum started with arguments={run.py}
2020-03-17 19:59:39,123 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"SusumBot","Secret":"12345"}
2020-03-17 19:59:43,675 [INFO   ] [TRADER] Placing quotes (1, 2). Bid: 40 @ $4005, Ask: 40 @ $4006
2020-03-17 19:59:43,675 [INFO   ] [TRADER] Placing quotes (3, 4). Bid: 10 @ $4004, Ask: 10 @ $4007
2020-03-17 19:59:43,684 [INFO   ] [TRADER] Order 1 inserted
2020-03-17 19:59:43,684 [INFO   ] [TRADER] Order 2 inserted
2020-03-17 19:59:43,685 [INFO   ] [TRADER] Order 3 inserted
2020-03-17 19:59:43,685 [INFO   ] [TRADER] Order 4 inserted
2020-03-17 19:59:43,701 [INFO   ] [TRADER] Order 2 filled (4 / 40)
2020-03-17 19:59:43,701 [INFO   ] [TRADER] Position changed to ETF: -4, FUTURE: 4
2020-03-17 19:59:43,720 [INFO   ] [TRADER] Order 2 filled (5 / 40)
2020-03-17 19:59:43,720 [INFO   ] [TRADER] Position changed to ETF: -5, FUTURE: 5
2020-03-17 19:59:43,721 [INFO   ] [TRADER] Order 2 filled (7 / 40)
2020-03-17 19:59:43,722 [INFO   ] [TRADER] Position changed to ETF: -7, FUTURE: 7
2020-03-17 19:59:43,732 [INFO   ] [TRADER] Timeout
2020-03-17 19:59:43,733 [INFO   ] [TRADER] Cancelling bid 1
2020-03-17 19:59:43,733 [INFO   ] [TRADER] Cancelling bid 3
2020-03-17 19:59:43,733 [INFO   ] [TRADER] Cancelling bid 2
2020-03-17 19:59:43,733 [INFO   ] [TRADER] Cancelling bid 4
2020-03-17 19:59:43,735 [INFO   ] [TRADER] Order 1 cancelled
2020-03-17 19:59:43,735 [INFO   ] [TRADER] Order 3 cancelled
2020-03-17 19:59:43,735 [INFO   ] [TRADER] Order 2 cancelled
2020-03-17 19:59:43,735 [INFO   ] [TRADER] Order 4 cancelled
2020-03-17 19:59:43,745 [INFO   ] [TRADER] Placing quotes (5, 6). Bid: 40 @ $4004, Ask: 38 @ $4005
2020-03-17 19:59:43,746 [INFO   ] [TRADER] Placing quotes (7, 8). Bid: 10 @ $4003, Ask: 9 @ $4006
2020-03-17 19:59:43,747 [INFO   ] [TRADER] Order 5 inserted
2020-03-17 19:59:43,747 [INFO   ] [TRADER] Order 6 inserted
2020-03-17 19:59:43,747 [INFO   ] [TRADER] Order 7 inserted
2020-03-17 19:59:43,748 [INFO   ] [TRADER] Order 8 inserted
2020-03-17 19:59:43,750 [INFO   ] [TRADER] Order 6 filled (18 / 38)
2020-03-17 19:59:43,750 [INFO   ] [TRADER] Position changed to ETF: -25, FUTURE: 25
2020-03-17 19:59:43,750 [INFO   ] [TRADER] Order 6 cancelled
2020-03-17 19:59:43,750 [INFO   ] [TRADER] Position changed to ETF: -45, FUTURE: 45
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Timeout
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Cancelling bid 5
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Cancelling bid 7
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Cancelling bid 8
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Order 5 cancelled
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Order 7 cancelled
2020-03-17 19:59:43,807 [INFO   ] [TRADER] Order 8 cancelled
2020-03-17 19:59:43,820 [INFO   ] [TRADER] Placing quotes (9, 10). Bid: 40 @ $4004, Ask: 31 @ $4005
2020-03-17 19:59:43,820 [INFO   ] [TRADER] Placing quotes (11, 12). Bid: 10 @ $4003, Ask: 7 @ $4006
2020-03-17 19:59:43,821 [INFO   ] [TRADER] Order 9 inserted
2020-03-17 19:59:43,821 [INFO   ] [TRADER] Order 10 inserted
2020-03-17 19:59:43,821 [INFO   ] [TRADER] Order 11 inserted
2020-03-17 19:59:43,821 [INFO   ] [TRADER] Order 12 inserted
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Timeout
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Cancelling bid 9
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Cancelling bid 11
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Cancelling bid 10
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Cancelling bid 12
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Order 9 cancelled
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Order 11 cancelled
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Order 10 cancelled
2020-03-17 19:59:43,882 [INFO   ] [TRADER] Order 12 cancelled
2020-03-17 19:59:43,896 [INFO   ] [TRADER] Placing quotes (13, 14). Bid: 40 @ $4005, Ask: 31 @ $4006
2020-03-17 19:59:43,896 [INFO   ] [TRADER] Placing quotes (15, 16). Bid: 10 @ $4004, Ask: 7 @ $4007
2020-03-17 19:59:43,897 [INFO   ] [TRADER] Order 13 cancelled
2020-03-17 19:59:43,897 [INFO   ] [TRADER] Position changed to ETF: -5, FUTURE: 5
2020-03-17 19:59:43,897 [INFO   ] [TRADER] Order 14 inserted
2020-03-17 19:59:43,897 [INFO   ] [TRADER] Order 15 inserted
2020-03-17 19:59:43,897 [INFO   ] [TRADER] Order 16 inserted
2020-03-17 19:59:43,956 [INFO   ] [TRADER] Timeout
2020-03-17 19:59:43,957 [INFO   ] [TRADER] Cancelling bid 15
2020-03-17 19:59:43,957 [INFO   ] [TRADER] Cancelling bid 14
2020-03-17 19:59:43,957 [INFO   ] [TRADER] Cancelling bid 16
2020-03-17 19:59:43,960 [INFO   ] [TRADER] Order 15 cancelled
2020-03-17 19:59:43,960 [INFO   ] [TRADER] Order 14 cancelled
2020-03-17 19:59:43,960 [INFO   ] [TRADER] Order 16 cancelled
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Placing quotes (17, 18). Bid: 40 @ $4004, Ask: 38 @ $4005
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Placing quotes (19, 20). Bid: 10 @ $4003, Ask: 9 @ $4006
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Order 17 inserted
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Order 18 inserted
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Order 19 inserted
2020-03-17 19:59:43,971 [INFO   ] [TRADER] Order 20 inserted
