Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
0.000024,TraderOne,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000024,DynamicInventory,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000024,AlecBotV2,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000024,FusionBot,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.025647,DynamicInventory,Insert,1,B,50,3409.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.025794,DynamicInventory,Insert,2,S,50,3411.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.025925,TraderOne,Insert,1,B,40,3409.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.025969,TraderOne,Insert,2,S,40,3411.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026021,TraderOne,Insert,3,B,10,3408.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026058,TraderOne,Insert,4,S,10,3412.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026108,FusionBot,Insert,1,B,76,3409.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026162,FusionBot,Insert,2,S,79,3411.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026195,FusionBot,Insert,3,B,18,3408.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026230,FusionBot,Insert,4,S,19,3412.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026276,AlecBotV2,Insert,1,B,50,3409.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.026311,AlecBotV2,Insert,2,S,50,3411.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.118519,DynamicInventory,Fill,2,S,-15,3411.00,GFD,-5.12,3411.00,3411.00,51170.12,0,-15,5.12,-5.12,0.00,0,15
0.118519,DynamicInventory,Hedge,,B,15,3409.50,,0.00,3411.00,3411.00,27.62,15,-15,27.62,-5.12,0.00,0,15
0.250710,TraderOne,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.250710,DynamicInventory,Tick,,,,,,0.00,3409.00,3411.00,27.62,15,-15,-2.38,-5.12,30.00,0,15
0.250710,AlecBotV2,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.250710,FusionBot,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.256583,DynamicInventory,Cancel,1,B,-50,3409.00,GFD,0.00,3409.00,3411.00,27.62,15,-15,-2.38,-5.12,30.00,0,15
0.257423,DynamicInventory,Cancel,2,S,-35,3411.00,GFD,0.00,3409.00,3411.00,27.62,15,-15,-2.38,-5.12,30.00,0,15
0.415520,TraderOne,Fill,1,B,-1,3409.00,GFD,-0.34,3409.00,3409.00,-3408.66,0,1,0.34,-0.34,0.00,1,0
