2020-03-18 05:23:16,482 [INFO   ] [APP] susum started with arguments={run.py}
2020-03-18 05:23:16,483 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"SusumBot","Secret":"12345"}
2020-03-18 05:23:21,005 [INFO   ] [TRADER] Placing quotes (1, 2). Bid: 40 @ $3562, Ask: 40 @ $3563
2020-03-18 05:23:21,005 [INFO   ] [TRADER] Placing quotes (3, 4). Bid: 10 @ $3561, Ask: 10 @ $3564
2020-03-18 05:23:21,009 [INFO   ] [TRADER] Order 1 inserted
2020-03-18 05:23:21,009 [INFO   ] [TRADER] Order 2 inserted
2020-03-18 05:23:21,009 [INFO   ] [TRADER] Order 3 inserted
2020-03-18 05:23:21,009 [INFO   ] [TRADER] Order 4 inserted
2020-03-18 05:23:22,238 [INFO   ] [TRADER] Order 1 filled (1 / 40)
2020-03-18 05:23:22,238 [INFO   ] [TRADER] Position changed to ETF: 1, FUTURE: -1
2020-03-18 05:23:22,239 [INFO   ] [TRADER] Timeout
2020-03-18 05:23:22,240 [INFO   ] [TRADER] Cancelling bid 1
2020-03-18 05:23:22,240 [INFO   ] [TRADER] Cancelling bid 3
2020-03-18 05:23:22,240 [INFO   ] [TRADER] Cancelling bid 2
2020-03-18 05:23:22,240 [INFO   ] [TRADER] Cancelling bid 4
2020-03-18 05:23:22,241 [INFO   ] [TRADER] Order 1 cancelled
2020-03-18 05:23:22,241 [INFO   ] [TRADER] Order 3 cancelled
2020-03-18 05:23:22,241 [INFO   ] [TRADER] Order 2 cancelled
2020-03-18 05:23:22,241 [INFO   ] [TRADER] Order 4 cancelled
2020-03-18 05:23:22,491 [INFO   ] [TRADER] Placing quotes (5, 6). Bid: 39 @ $3560, Ask: 40 @ $3561
2020-03-18 05:23:22,492 [INFO   ] [TRADER] Placing quotes (7, 8). Bid: 9 @ $3559, Ask: 10 @ $3562
2020-03-18 05:23:22,492 [INFO   ] [TRADER] Order 5 inserted
2020-03-18 05:23:22,493 [INFO   ] [TRADER] Order 6 cancelled
2020-03-18 05:23:22,493 [INFO   ] [TRADER] Position changed to ETF: -39, FUTURE: 39
2020-03-18 05:23:22,494 [INFO   ] [TRADER] Order 7 inserted
2020-03-18 05:23:22,494 [INFO   ] [TRADER] Order 8 filled (6 / 10)
