Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
0.000205,DynamicInventory,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000205,SusumBot,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000205,AlecBotV2,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.000205,FusionBot,Tick,,,,,,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.137964,DynamicInventory,Insert,1,B,50,3409.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.139621,DynamicInventory,Insert,2,S,50,3411.00,GFD,0.00,3411.00,,0.00,0,0,0.00,0.00,0.00,0,0
0.139621,DynamicInventory,Fill,2,S,-15,3412.00,GFD,10.24,3411.00,3412.00,51169.76,0,-15,-10.24,10.24,10.24,0,15
0.139621,DynamicInventory,Hedge,,B,15,3409.50,,0.00,3411.00,3412.00,27.26,15,-15,12.26,10.24,10.24,0,15
0.141135,SusumBot,Insert,1,B,40,3409.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.141585,SusumBot,Insert,2,S,40,3411.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.141803,SusumBot,Insert,3,B,10,3408.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.141958,SusumBot,Insert,4,S,10,3412.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.142489,FusionBot,Insert,1,B,40,3409.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.142759,FusionBot,Insert,2,S,40,3411.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.142995,FusionBot,Insert,3,B,9,3408.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.143231,FusionBot,Insert,4,S,9,3412.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.143565,AlecBotV2,Insert,1,B,50,3409.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.143864,AlecBotV2,Insert,2,S,50,3411.00,GFD,0.00,3411.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.254602,DynamicInventory,Tick,,,,,,0.00,3409.00,3412.00,27.26,15,-15,-17.74,10.24,30.00,0,15
0.254602,SusumBot,Tick,,,,,,0.00,3409.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.254602,AlecBotV2,Tick,,,,,,0.00,3409.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.254602,FusionBot,Tick,,,,,,0.00,3409.00,3412.00,0.00,0,0,0.00,0.00,0.00,0,0
0.415520,DynamicInventory,Fill,1,B,-1,3409.00,GFD,-0.34,3409.00,3409.00,-3381.40,15,-14,27.60,9.90,30.00,1,15
0.415520,DynamicInventory,Hedge,,S,1,3408.50,,0.00,3409.00,3409.00,27.10,14,-14,27.10,9.90,30.00,1,15
0.447537,DynamicInventory,Fill,1,B,-2,3409.00,GFD,-0.68,3409.00,3409.00,-6790.22,14,-12,27.78,9.22,30.00,3,15
0.447537,DynamicInventory,Hedge,,S,2,3408.50,,0.00,3409.00,3409.00,26.78,12,-12,26.78,9.22,30.00,3,15
0.457377,DynamicInventory,Fill,1,B,-2,3409.00,GFD,-0.68,3409.00,3409.00,-6790.54,12,-10,27.46,8.54,30.00,5,15
0.457377,DynamicInventory,Hedge,,S,2,3408.50,,0.00,3409.00,3409.00,26.46,10,-10,26.46,8.54,30.00,5,15
0.504705,DynamicInventory,Tick,,,,,,0.00,3409.00,3409.00,26.46,10,-10,26.46,8.54,30.00,5,15
0.504705,SusumBot,Tick,,,,,,0.00,3409.00,3409.00,0.00,0,0,0.00,0.00,0.00,0,0
0.504705,AlecBotV2,Tick,,,,,,0.00,3409.00,3409.00,0.00,0,0,0.00,0.00,0.00,0,0
0.504705,FusionBot,Tick,,,,,,0.00,3409.00,3409.00,0.00,0,0,0.00,0.00,0.00,0,0
0.515084,DynamicInventory,Fill,2,S,-2,3411.00,GFD,-0.68,3409.00,3411.00,6849.14,10,-12,7.14,7.86,30.00,5,17
0.515084,DynamicInventory,Hedge,,B,2,3408.50,,0.00,3409.00,3411.00,32.14,12,-12,8.14,7.86,30.00,5,17
0.524601,DynamicInventory,Fill,1,B,-4,3409.00,GFD,-1.36,3409.00,3409.00,-13602.50,12,-8,33.50,6.50,30.00,9,17
0.524601,DynamicInventory,Hedge,,S,4,3408.50,,0.00,3409.00,3409.00,31.50,8,-8,31.50,6.50,30.00,9,17
0.554638,DynamicInventory,Fill,2,S,-8,3411.00,GFD,-2.73,3409.00,3411.00,27322.23,8,-16,18.23,3.77,30.00,9,25
0.554638,DynamicInventory,Hedge,,B,8,3408.50,,0.00,3409.00,3411.00,54.23,16,-16,22.23,3.77,30.00,9,25
0.752061,DynamicInventory,Tick,,,,,,0.00,3409.00,3411.00,54.23,16,-16,22.23,3.77,30.00,9,25
0.752061,SusumBot,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.752061,AlecBotV2,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.752061,FusionBot,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
0.872139,DynamicInventory,Fill,2,S,-3,3411.00,GFD,-1.02,3409.00,3411.00,10288.25,16,-19,23.25,2.75,30.00,9,28
0.872139,DynamicInventory,Hedge,,B,3,3409.50,,0.00,3409.00,3411.00,59.75,19,-19,21.75,2.75,30.00,9,28
1.005727,DynamicInventory,Tick,,,,,,0.00,3409.00,3411.00,59.75,19,-19,21.75,2.75,30.00,9,28
1.005727,SusumBot,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
1.005727,AlecBotV2,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
1.005727,FusionBot,Tick,,,,,,0.00,3409.00,3411.00,0.00,0,0,0.00,0.00,0.00,0,0
1.029313,DynamicInventory,Fill,2,S,-2,3411.00,GFD,-0.68,3409.00,3411.00,6882.43,19,-21,22.43,2.07,30.00,9,30
1.029313,DynamicInventory,Hedge,,B,2,3409.50,,0.00,3409.00,3411.00,63.43,21,-21,21.43,2.07,30.00,9,30
1.097563,DynamicInventory,Fill,1,B,-1,3409.00,GFD,-0.34,3409.00,3409.00,-3345.23,21,-20,63.77,1.73,30.00,10,30
1.097563,DynamicInventory,Hedge,,S,1,3409.50,,0.00,3409.00,3409.00,64.27,20,-20,64.27,1.73,30.00,10,30
