2020-03-18 04:41:08,373 [INFO   ] [APP] susum started with arguments={run.py}
2020-03-18 04:41:08,374 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"SusumBot","Secret":"12345"}
2020-03-18 04:41:12,896 [INFO   ] [TRADER] Placing quotes (1, 2). Bid: 40 @ $3461, Ask: 40 @ $3462
2020-03-18 04:41:12,896 [INFO   ] [TRADER] Placing quotes (3, 4). Bid: 10 @ $3460, Ask: 10 @ $3463
2020-03-18 04:41:12,899 [INFO   ] [TRADER] Order 1 inserted
2020-03-18 04:41:12,899 [INFO   ] [TRADER] Order 2 inserted
2020-03-18 04:41:12,899 [INFO   ] [TRADER] Order 3 inserted
2020-03-18 04:41:12,899 [INFO   ] [TRADER] Order 4 inserted
2020-03-18 04:41:14,132 [INFO   ] [TRADER] Timeout
2020-03-18 04:41:14,132 [INFO   ] [TRADER] Cancelling bid 1
2020-03-18 04:41:14,133 [INFO   ] [TRADER] Cancelling bid 3
2020-03-18 04:41:14,133 [INFO   ] [TRADER] Cancelling bid 2
2020-03-18 04:41:14,133 [INFO   ] [TRADER] Cancelling bid 4
2020-03-18 04:41:14,137 [INFO   ] [TRADER] Order 1 cancelled
2020-03-18 04:41:14,138 [INFO   ] [TRADER] Order 3 cancelled
2020-03-18 04:41:14,138 [INFO   ] [TRADER] Order 2 cancelled
2020-03-18 04:41:14,138 [INFO   ] [TRADER] Order 4 cancelled
2020-03-18 04:41:14,380 [INFO   ] [TRADER] Placing quotes (5, 6). Bid: 40 @ $3458, Ask: 40 @ $3459
2020-03-18 04:41:14,381 [INFO   ] [TRADER] Placing quotes (7, 8). Bid: 10 @ $3457, Ask: 10 @ $3460
2020-03-18 04:41:14,381 [INFO   ] [TRADER] Order 5 inserted
2020-03-18 04:41:14,382 [INFO   ] [TRADER] Order 6 cancelled
2020-03-18 04:41:14,382 [INFO   ] [TRADER] Position changed to ETF: -40, FUTURE: 40
2020-03-18 04:41:14,382 [INFO   ] [TRADER] Order 7 inserted
2020-03-18 04:41:14,383 [INFO   ] [TRADER] Order 8 cancelled
2020-03-18 04:41:14,384 [INFO   ] [TRADER] Position changed to ETF: -50, FUTURE: 50
2020-03-18 04:41:15,631 [INFO   ] [TRADER] Timeout
2020-03-18 04:41:15,632 [INFO   ] [TRADER] Cancelling bid 5
2020-03-18 04:41:15,632 [INFO   ] [TRADER] Cancelling bid 7
2020-03-18 04:41:15,633 [INFO   ] [TRADER] Order 5 cancelled
2020-03-18 04:41:15,633 [INFO   ] [TRADER] Order 7 cancelled
2020-03-18 04:41:15,878 [INFO   ] [TRADER] Placing quotes (9, 10). Bid: 40 @ $3457, Ask: 28 @ $3458
2020-03-18 04:41:15,879 [INFO   ] [TRADER] Placing quotes (11, 12). Bid: 10 @ $3456, Ask: 7 @ $3459
2020-03-18 04:41:15,879 [INFO   ] [TRADER] Order 9 inserted
2020-03-18 04:41:15,880 [INFO   ] [TRADER] Order 10 inserted
2020-03-18 04:41:15,880 [INFO   ] [TRADER] Order 11 inserted
2020-03-18 04:41:15,880 [INFO   ] [TRADER] Order 12 inserted
2020-03-18 04:41:16,627 [INFO   ] [TRADER] Order 10 filled (3 / 28)
2020-03-18 04:41:16,628 [INFO   ] [TRADER] Position changed to ETF: -53, FUTURE: 53
2020-03-18 04:41:16,628 [INFO   ] [TRADER] Order 10 filled (4 / 28)
2020-03-18 04:41:16,629 [INFO   ] [TRADER] Position changed to ETF: -54, FUTURE: 54
2020-03-18 04:41:17,127 [INFO   ] [TRADER] Timeout
2020-03-18 04:41:17,128 [INFO   ] [TRADER] Cancelling bid 9
2020-03-18 04:41:17,128 [INFO   ] [TRADER] Cancelling bid 11
2020-03-18 04:41:17,129 [INFO   ] [TRADER] Cancelling bid 10
2020-03-18 04:41:17,129 [INFO   ] [TRADER] Cancelling bid 12
2020-03-18 04:41:17,130 [INFO   ] [TRADER] Order 9 cancelled
2020-03-18 04:41:17,130 [INFO   ] [TRADER] Order 11 cancelled
2020-03-18 04:41:17,130 [INFO   ] [TRADER] Order 10 cancelled
2020-03-18 04:41:17,131 [INFO   ] [TRADER] Order 12 cancelled
2020-03-18 04:41:17,377 [INFO   ] [TRADER] Placing quotes (13, 14). Bid: 40 @ $3458, Ask: 24 @ $3459
2020-03-18 04:41:17,378 [INFO   ] [TRADER] Placing quotes (15, 16). Bid: 10 @ $3457, Ask: 6 @ $3460
2020-03-18 04:41:17,379 [INFO   ] [TRADER] Order 13 filled (37 / 40)
2020-03-18 04:41:17,379 [INFO   ] [TRADER] Position changed to ETF: -17, FUTURE: 17
2020-03-18 04:41:17,379 [INFO   ] [TRADER] Order 14 inserted
2020-03-18 04:41:17,380 [INFO   ] [TRADER] Order 15 inserted
2020-03-18 04:41:17,380 [INFO   ] [TRADER] Order 16 inserted
2020-03-18 04:41:17,628 [INFO   ] [TRADER] Order 13 cancelled
2020-03-18 04:41:17,628 [INFO   ] [TRADER] Position changed to ETF: -14, FUTURE: 14
2020-03-18 04:41:18,379 [INFO   ] [TRADER] Timeout
2020-03-18 04:41:18,379 [INFO   ] [TRADER] Cancelling bid 15
2020-03-18 04:41:18,379 [INFO   ] [TRADER] Cancelling bid 14
2020-03-18 04:41:18,379 [INFO   ] [TRADER] Cancelling bid 16
2020-03-18 04:41:18,380 [INFO   ] [TRADER] Order 15 cancelled
2020-03-18 04:41:18,380 [INFO   ] [TRADER] Order 14 cancelled
2020-03-18 04:41:18,380 [INFO   ] [TRADER] Order 16 cancelled
2020-03-18 04:41:18,631 [INFO   ] [TRADER] Placing quotes (17, 18). Bid: 40 @ $3457, Ask: 36 @ $3458
2020-03-18 04:41:18,631 [INFO   ] [TRADER] Placing quotes (19, 20). Bid: 10 @ $3456, Ask: 9 @ $3459
2020-03-18 04:41:18,632 [INFO   ] [TRADER] Order 17 inserted
2020-03-18 04:41:18,632 [INFO   ] [TRADER] Order 18 inserted
2020-03-18 04:41:18,632 [INFO   ] [TRADER] Order 19 inserted
2020-03-18 04:41:18,632 [INFO   ] [TRADER] Order 20 inserted
2020-03-18 04:41:19,636 [INFO   ] [TRADER] Order 17 filled (30 / 40)
2020-03-18 04:41:19,636 [INFO   ] [TRADER] Position changed to ETF: 16, FUTURE: -16
2020-03-18 04:41:19,879 [INFO   ] [TRADER] Timeout
