2020-03-21 22:58:45,959 [INFO   ] [APP] NowUCMe started with arguments={run.py}
2020-03-21 22:58:45,960 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"NowUCMe","Secret":"12345"}
2020-03-21 22:58:50,707 [INFO   ] [TRADER] Quoting bid price 3561 (Existing 0)
2020-03-21 22:58:50,707 [INFO   ] [TRADER] Bid crosses ask
2020-03-21 22:58:50,707 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:50,707 [INFO   ] [TRADER] (id: 1) Placing  bid 35 lots for $3561
2020-03-21 22:58:50,707 [INFO   ] [TRADER] Quoting ask price 3563 (Existing 0)
2020-03-21 22:58:50,707 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:50,707 [INFO   ] [TRADER] (id: 2) Placing  ask 35 lots for $3563
2020-03-21 22:58:50,707 [INFO   ] [TRADER] Order 1 placed
2020-03-21 22:58:50,708 [INFO   ] [TRADER] Order 2 placed
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Quoting bid price 3560 (Existing 3561)
2020-03-21 22:58:51,957 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Cancelling 1
2020-03-21 22:58:51,957 [INFO   ] [TRADER] (id: 3) Placing  bid 35 lots for $3560
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Quoting ask price 3563 (Existing 3563)
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Quoting ask price 3563 (Existing 3563)
2020-03-21 22:58:51,957 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:51,958 [INFO   ] [TRADER] Order 1 filled (34 / 35)
2020-03-21 22:58:51,958 [INFO   ] [TRADER] Position changed to ETF: 34, FUTURE: -34
2020-03-21 22:58:51,958 [INFO   ] [TRADER] Order 1 filled (34 / 34)
2020-03-21 22:58:51,958 [INFO   ] [TRADER] Order 3 placed
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Quoting ask price 3563 (Existing 3563)
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Quoting ask price 3562 (Existing 3563)
2020-03-21 22:58:52,207 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Cancelling 2
2020-03-21 22:58:52,207 [INFO   ] [TRADER] (id: 4) Placing  ask 35 lots for $3562
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Order 2 cancelled
2020-03-21 22:58:52,207 [INFO   ] [TRADER] Order 4 placed
2020-03-21 22:58:53,206 [INFO   ] [TRADER] Quoting bid price 3559 (Existing 3560)
2020-03-21 22:58:53,206 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:53,206 [INFO   ] [TRADER] Cancelling 3
2020-03-21 22:58:53,206 [INFO   ] [TRADER] (id: 5) Placing  bid 26 lots for $3559
2020-03-21 22:58:53,206 [INFO   ] [TRADER] Order 3 cancelled
2020-03-21 22:58:53,206 [INFO   ] [TRADER] Order 5 placed
2020-03-21 22:58:53,456 [INFO   ] [TRADER] Quoting ask price 3562 (Existing 3562)
2020-03-21 22:58:53,456 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:53,456 [INFO   ] [TRADER] Quoting ask price 3562 (Existing 3562)
2020-03-21 22:58:53,456 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:53,707 [INFO   ] [TRADER] Quoting ask price 3562 (Existing 3562)
2020-03-21 22:58:53,707 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:53,708 [INFO   ] [TRADER] Quoting ask price 3561 (Existing 3562)
2020-03-21 22:58:53,708 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:53,708 [INFO   ] [TRADER] Cancelling 4
2020-03-21 22:58:53,708 [INFO   ] [TRADER] (id: 6) Placing  ask 35 lots for $3561
2020-03-21 22:58:53,709 [INFO   ] [TRADER] Order 4 cancelled
2020-03-21 22:58:53,709 [INFO   ] [TRADER] Order 6 placed
2020-03-21 22:58:54,207 [INFO   ] [TRADER] Quoting bid price 3556 (Existing 3559)
2020-03-21 22:58:54,207 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:54,207 [INFO   ] [TRADER] Cancelling 5
2020-03-21 22:58:54,207 [INFO   ] [TRADER] (id: 7) Placing  bid 35 lots for $3556
2020-03-21 22:58:54,207 [INFO   ] [TRADER] Order 5 cancelled
2020-03-21 22:58:54,207 [INFO   ] [TRADER] Order 7 placed
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Quoting ask price 3561 (Existing 3561)
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Free money ask
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Cancelling 7
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3561)
2020-03-21 22:58:54,955 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:54,955 [INFO   ] [TRADER] Cancelling 6
2020-03-21 22:58:54,955 [INFO   ] [TRADER] (id: 8) Placing  ask 35 lots for $3560
2020-03-21 22:58:54,956 [INFO   ] [TRADER] Order 7 cancelled
2020-03-21 22:58:54,956 [INFO   ] [TRADER] Order 6 cancelled
2020-03-21 22:58:54,956 [INFO   ] [TRADER] Order 8 filled (15 / 35)
2020-03-21 22:58:54,957 [INFO   ] [TRADER] Position changed to ETF: 19, FUTURE: -19
2020-03-21 22:58:55,207 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 0)
2020-03-21 22:58:55,207 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:55,207 [INFO   ] [TRADER] (id: 9) Placing  bid 35 lots for $3557
2020-03-21 22:58:55,207 [INFO   ] [TRADER] Free money ask
2020-03-21 22:58:55,207 [INFO   ] [TRADER] Cancelling 9
2020-03-21 22:58:55,207 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:55,207 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:55,208 [INFO   ] [TRADER] Order 9 placed
2020-03-21 22:58:55,208 [INFO   ] [TRADER] Order 9 cancelled
2020-03-21 22:58:55,455 [INFO   ] [TRADER] Order 8 filled (22 / 35)
2020-03-21 22:58:55,455 [INFO   ] [TRADER] Position changed to ETF: 12, FUTURE: -12
2020-03-21 22:58:55,457 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 0)
2020-03-21 22:58:55,457 [INFO   ] [TRADER] placing bid
2020-03-21 22:58:55,457 [INFO   ] [TRADER] (id: 10) Placing  bid 35 lots for $3557
2020-03-21 22:58:55,457 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:55,457 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:55,457 [INFO   ] [TRADER] Order 10 placed
2020-03-21 22:58:55,955 [INFO   ] [TRADER] Order 8 filled (29 / 35)
2020-03-21 22:58:55,955 [INFO   ] [TRADER] Position changed to ETF: 5, FUTURE: -5
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:55,956 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:56,205 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:56,205 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:56,205 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:56,205 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:56,455 [INFO   ] [TRADER] Quoting ask price 3560 (Existing 3560)
2020-03-21 22:58:56,455 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:56,456 [INFO   ] [TRADER] Quoting ask price 3558 (Existing 3560)
2020-03-21 22:58:56,456 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:56,456 [INFO   ] [TRADER] Cancelling 8
2020-03-21 22:58:56,456 [INFO   ] [TRADER] (id: 11) Placing  ask 35 lots for $3558
2020-03-21 22:58:56,456 [INFO   ] [TRADER] Order 8 filled (29 / 29)
2020-03-21 22:58:56,456 [INFO   ] [TRADER] Order 11 placed
2020-03-21 22:58:56,705 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:56,705 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:56,705 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:56,705 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:56,955 [INFO   ] [TRADER] Order 10 filled (1 / 35)
2020-03-21 22:58:56,955 [INFO   ] [TRADER] Position changed to ETF: 6, FUTURE: -6
2020-03-21 22:58:56,956 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:56,956 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:56,956 [INFO   ] [TRADER] Quoting ask price 3558 (Existing 3558)
2020-03-21 22:58:56,956 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:56,956 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:56,957 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Order 10 filled (11 / 35)
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Position changed to ETF: 16, FUTURE: -16
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Order 10 filled (12 / 35)
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Position changed to ETF: 17, FUTURE: -17
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Order 10 filled (13 / 35)
2020-03-21 22:58:57,205 [INFO   ] [TRADER] Position changed to ETF: 18, FUTURE: -18
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Quoting ask price 3558 (Existing 3558)
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:57,207 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:57,455 [INFO   ] [TRADER] Order 11 filled (9 / 35)
2020-03-21 22:58:57,455 [INFO   ] [TRADER] Position changed to ETF: 9, FUTURE: -9
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Quoting ask price 3558 (Existing 3558)
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Same price as existing ask
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Order 11 filled (35 / 35)
2020-03-21 22:58:57,456 [INFO   ] [TRADER] Position changed to ETF: -17, FUTURE: 17
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Quoting bid price 3557 (Existing 3557)
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Bid crosses ask
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Same price as existing bid
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Quoting ask price 3558 (Existing 0)
2020-03-21 22:58:57,457 [INFO   ] [TRADER] placing ask
2020-03-21 22:58:57,457 [INFO   ] [TRADER] (id: 12) Placing  ask 35 lots for $3558
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Order 12 filled (4 / 35)
2020-03-21 22:58:57,457 [INFO   ] [TRADER] Position changed to ETF: -21, FUTURE: 21
2020-03-21 22:58:57,705 [INFO   ] [TRADER] Order 10 filled (14 / 35)
2020-03-21 22:58:57,705 [INFO   ] [TRADER] Position changed to ETF: -20, FUTURE: 20
2020-03-21 22:58:57,705 [INFO   ] [TRADER] Order 12 filled (12 / 35)
