2020-03-12 13:47:47,788 [INFO   ] [APP] fusion started with arguments={run.py}
2020-03-12 13:47:47,789 [INFO   ] [APP] configuration={"Execution":{"Host":"127.0.0.1","Port":12345},"Information":{"AllowBroadcast":false,"Interface":"0.0.0.0","ListenAddress":"239.255.1.1","Port":12346},"TeamName":"FusionBot","Secret":"12345"}
2020-03-12 13:47:52,345 [INFO   ] [TRADER] Placing quotes (1, 2). Bid: 76 @ $3409, Ask: 79 @ $3411
2020-03-12 13:47:52,345 [INFO   ] [TRADER] Placing quotes (3, 4). Bid: 18 @ $3408, Ask: 19 @ $3412
2020-03-12 13:47:52,346 [INFO   ] [TRADER] Active bids: 2, asks 2
2020-03-12 13:47:52,348 [INFO   ] [TRADER] Order 1 inserted
2020-03-12 13:47:52,348 [INFO   ] [TRADER] Order 2 inserted
2020-03-12 13:47:52,348 [INFO   ] [TRADER] Order 3 inserted
2020-03-12 13:47:52,348 [INFO   ] [TRADER] Order 4 inserted
2020-03-12 13:47:52,540 [INFO   ] [TRADER] Order 2 filled (15 / 79)
2020-03-12 13:47:52,541 [INFO   ] [TRADER] Position changed to ETF: -15, FUTURE: 15
2020-03-12 13:47:52,791 [INFO   ] [TRADER] Order 1 filled (1 / 76)
2020-03-12 13:47:52,792 [INFO   ] [TRADER] Position changed to ETF: -14, FUTURE: 14
2020-03-12 13:47:52,792 [INFO   ] [TRADER] Order 1 filled (3 / 76)
2020-03-12 13:47:52,792 [INFO   ] [TRADER] Position changed to ETF: -12, FUTURE: 12
2020-03-12 13:47:52,793 [INFO   ] [TRADER] Order 1 filled (5 / 76)
2020-03-12 13:47:52,796 [INFO   ] [TRADER] Position changed to ETF: -10, FUTURE: 10
2020-03-12 13:47:53,039 [INFO   ] [TRADER] Order 2 filled (17 / 79)
2020-03-12 13:47:53,040 [INFO   ] [TRADER] Position changed to ETF: -12, FUTURE: 12
2020-03-12 13:47:53,040 [INFO   ] [TRADER] Order 1 filled (9 / 76)
2020-03-12 13:47:53,040 [INFO   ] [TRADER] Position changed to ETF: -8, FUTURE: 8
2020-03-12 13:47:53,041 [INFO   ] [TRADER] Order 2 filled (25 / 79)
2020-03-12 13:47:53,042 [INFO   ] [TRADER] Position changed to ETF: -16, FUTURE: 16
2020-03-12 13:47:53,044 [INFO   ] [TRADER] Order 1 filled (59 / 76)
2020-03-12 13:47:53,045 [INFO   ] [TRADER] Position changed to ETF: 34, FUTURE: -34
2020-03-12 13:47:53,289 [INFO   ] [TRADER] Order 2 filled (28 / 79)
2020-03-12 13:47:53,290 [INFO   ] [TRADER] Position changed to ETF: 31, FUTURE: -31
2020-03-12 13:47:53,539 [INFO   ] [TRADER] Order 2 filled (30 / 79)
2020-03-12 13:47:53,540 [INFO   ] [TRADER] Position changed to ETF: 29, FUTURE: -29
2020-03-12 13:47:53,540 [INFO   ] [TRADER] Order 1 filled (60 / 76)
2020-03-12 13:47:53,540 [INFO   ] [TRADER] Position changed to ETF: 30, FUTURE: -30
2020-03-12 13:47:53,541 [INFO   ] [TRADER] Order 1 filled (61 / 76)
2020-03-12 13:47:53,541 [INFO   ] [TRADER] Position changed to ETF: 31, FUTURE: -31
2020-03-12 13:47:53,542 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:53,542 [INFO   ] [TRADER] Cancelling bid 1
2020-03-12 13:47:53,542 [INFO   ] [TRADER] Cancelling bid 3
2020-03-12 13:47:53,542 [INFO   ] [TRADER] Cancelling bid 2
2020-03-12 13:47:53,543 [INFO   ] [TRADER] Cancelling bid 4
2020-03-12 13:47:53,543 [INFO   ] [TRADER] Order 1 cancelled
2020-03-12 13:47:53,543 [INFO   ] [TRADER] Order 3 cancelled
2020-03-12 13:47:53,543 [INFO   ] [TRADER] Order 2 cancelled
2020-03-12 13:47:53,546 [INFO   ] [TRADER] Order 4 cancelled
2020-03-12 13:47:53,791 [INFO   ] [TRADER] Placing quotes (5, 6). Bid: 10 @ $3409, Ask: 79 @ $3410
2020-03-12 13:47:53,791 [INFO   ] [TRADER] Placing quotes (7, 8). Bid: 2 @ $3408, Ask: 19 @ $3411
2020-03-12 13:47:53,791 [INFO   ] [TRADER] Active bids: 2, asks 2
2020-03-12 13:47:53,792 [INFO   ] [TRADER] Order 5 inserted
2020-03-12 13:47:53,792 [INFO   ] [TRADER] Order 6 inserted
2020-03-12 13:47:53,792 [INFO   ] [TRADER] Order 7 inserted
2020-03-12 13:47:53,793 [INFO   ] [TRADER] Order 8 inserted
2020-03-12 13:47:54,794 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:54,795 [INFO   ] [TRADER] Cancelling bid 5
2020-03-12 13:47:54,795 [INFO   ] [TRADER] Cancelling bid 7
2020-03-12 13:47:54,795 [INFO   ] [TRADER] Cancelling bid 6
2020-03-12 13:47:54,795 [INFO   ] [TRADER] Cancelling bid 8
2020-03-12 13:47:54,797 [INFO   ] [TRADER] Order 5 cancelled
2020-03-12 13:47:54,797 [INFO   ] [TRADER] Order 7 cancelled
2020-03-12 13:47:54,797 [INFO   ] [TRADER] Order 6 cancelled
2020-03-12 13:47:54,797 [INFO   ] [TRADER] Order 8 cancelled
2020-03-12 13:47:55,039 [INFO   ] [TRADER] Placing quotes (9, 10). Bid: 10 @ $3409, Ask: 79 @ $3410
2020-03-12 13:47:55,039 [INFO   ] [TRADER] Placing quotes (11, 12). Bid: 2 @ $3408, Ask: 19 @ $3411
2020-03-12 13:47:55,039 [INFO   ] [TRADER] Active bids: 2, asks 2
2020-03-12 13:47:55,039 [INFO   ] [TRADER] Order 9 inserted
2020-03-12 13:47:55,039 [INFO   ] [TRADER] Order 10 inserted
2020-03-12 13:47:55,040 [INFO   ] [TRADER] Order 11 inserted
2020-03-12 13:47:55,040 [INFO   ] [TRADER] Order 12 inserted
2020-03-12 13:47:56,041 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:56,041 [INFO   ] [TRADER] Cancelling bid 9
2020-03-12 13:47:56,041 [INFO   ] [TRADER] Cancelling bid 11
2020-03-12 13:47:56,042 [INFO   ] [TRADER] Cancelling bid 10
2020-03-12 13:47:56,042 [INFO   ] [TRADER] Cancelling bid 12
2020-03-12 13:47:56,043 [INFO   ] [TRADER] Order 9 cancelled
2020-03-12 13:47:56,044 [INFO   ] [TRADER] Order 11 cancelled
2020-03-12 13:47:56,044 [INFO   ] [TRADER] Order 10 cancelled
2020-03-12 13:47:56,044 [INFO   ] [TRADER] Order 12 cancelled
2020-03-12 13:47:56,290 [INFO   ] [TRADER] Placing quotes (13, 14). Bid: 10 @ $3409, Ask: 79 @ $3410
2020-03-12 13:47:56,290 [INFO   ] [TRADER] Placing quotes (15, 16). Bid: 2 @ $3408, Ask: 19 @ $3411
2020-03-12 13:47:56,290 [INFO   ] [TRADER] Active bids: 2, asks 2
2020-03-12 13:47:56,294 [INFO   ] [TRADER] Order 13 inserted
2020-03-12 13:47:56,295 [INFO   ] [TRADER] Order 14 inserted
2020-03-12 13:47:56,295 [INFO   ] [TRADER] Order 15 inserted
2020-03-12 13:47:56,295 [INFO   ] [TRADER] Order 16 inserted
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 13
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 15
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 14
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 16
2020-03-12 13:47:57,293 [INFO   ] [TRADER] Order 13 cancelled
2020-03-12 13:47:57,293 [INFO   ] [TRADER] Order 15 cancelled
2020-03-12 13:47:57,294 [INFO   ] [TRADER] Order 14 cancelled
